,Job Name,Job Company,Job City,Job Country,Job Type,Job Level,Job Level Years,Job Skills,Job Date
660,Quality Manager,Puratos,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Operations/Management, Quality, Quality, Quality Control, Quality Assurance, Engineering, Management, Project Management, QA",10 days ago
661,IT Infrastructure & Network Planning & Monitoring Director_Acting,"Zakat, Tax and Customs Authority",Riyadh,Saudi Arabia,Freelance / Project,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Infrastructure, Engineering, Computer Engineering, Installation, IT Infrastructure",11 days ago
662,IT Business Analysis Lead Specialist,"Zakat, Tax and Customs Authority",Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, sales, sales skills, management, analysis, business analysis",11 days ago
663,Protection Specialist,JIGPC,Riyadh,Saudi Arabia,Full Time,Experienced,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, engineering, installation, maintenance, software, quality",10 days ago
664,Process Specialist - Extruder Screw Design - M/F/D,Husky Technologies,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Logistics/Supply Chain, Quality, Information Technology (IT), Logistics, Quality, Supply Chain, Computer Science, Quality Assurance, Purchasing",10 days ago
665,"Learning & Development Advisor, Riyadh",Clyde & Co,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Engineering - Telecom/Technology, Education/Teaching, Education, Learning, Training, Information Technology (IT), Computer Science, Teaching, E-Learning",9 days ago
666,Vice President Sales MENA (m/f/d),Qvest,Riyadh,Saudi Arabia,Full Time,Manager,Project/Program Management,"Sales/Retail, Engineering - Telecom/Technology, sales, management, sales skills, computer science, administration, retail, crm",10 days ago
667,Cyber Security Analyst,"HealthPlan Services, Inc.",Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Cyber Security, Telecommunication, Linux, Networks",11 days ago
668,Project Manager - Corporate Social Responsibility,Burlington County Institute of Technology,Dubai,United Arab Emirates,Full Time,Entry Level,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), Management, Computer Science, Civil Engineering, Microsoft Office",11 days ago
669,Senior Manager - Operations,Saatchi & Saatchi,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Marketing, Information Technology (IT), Customer Support",10 days ago
670,Senior Direct Sales Manager,Tencent,Dubai,United Arab Emirates,Full Time,Not specified,Customer Service/Support,"IT/Software Development, Sales/Retail, Sales, Sales Skills, Sales Target, Customer Service, Customer Support, Customer Care, Information Technology (IT)",11 days ago
671,Drilling Solutions Engineer (Kuwaitization ): Kuwait,NOV,Kuwait City,Kuwait,Full Time,Entry Level,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Engineering, Computer Science, Information Technology (IT), Sales, Telecommunication, Sales Skills, Computer Engineering",10 days ago
672,DC Engineer Specialist,Hexaware Technologies,Riyadh,Saudi Arabia,Full Time,Entry Level,Sales/Retail,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Sales, Sales Skills, Mechanical Engineering, Sales Target, Electrical Engineering, Computer Science",17 days ago
673,Quality Assurance Specialist,Al Ahly Momkn For E,Cairo,Egypt,Full Time,Entry Level,IT/Software Development,"Quality, Engineering - Telecom/Technology, Quality Assurance, Quality Control, Quality, QA, QC, Engineering, Science",14 days ago
674,IT Project Manager Summer24 Internship - Undergrads,Procter & Gamble,Cairo,Egypt,Full Time,Student,IT/Software Development,"Marketing/PR/Advertising, Engineering - Telecom/Technology, information technology (it), computer science, engineering, software development, marketing, maintenance, communication skills",14 days ago
675,Technical Projects Engineer,JTI (Japan Tobacco International),Cairo,Egypt,Full Time,Entry Level,Engineering - Construction/Civil/Architecture,"IT/Software Development, Engineering - Mechanical/Electrical, Engineering, AutoCAD, Technical Office, Microsoft Office, Civil Engineering, Information Technology (IT), Mechanical Engineering",12 days ago
676,Graduate Associate,Ministry of Foreign Affairs,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Information Technology (IT), Telecommunication, C#, Computer Science, Java, C++, Sales",15 days ago
677,Penetration Tester,Accenture Middle East,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Quality, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Linux, Penetration, Security, Software Testing, OWASP",22 days ago
678,Senior IOS Developer,Al Ahly Momkn For E,Cairo,Egypt,Full Time,Experienced,Business Development,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, Software Engineering, javaScript, Engineering, CSS",15 days ago
679,Manufacturing Engineer,Emerson,Dubai,United Arab Emirates,Full Time,Entry Level,Manufacturing/Production,"Engineering - Mechanical/Electrical, Engineering - Other, Manufacturing, Engineering, Production, Mechanical Engineering, Electrical Engineering, Microsoft Office, Quality",12 days ago
680,Senior Lead Architect,Temenos,Riyadh,Saudi Arabia,Full Time,Experienced,Engineering - Construction/Civil/Architecture,"IT/Software Development, Engineering - Telecom/Technology, Architecture, Engineering, AutoCAD, Information Technology (IT), Computer Science, Design, Software Development",10 days ago
681,Software Engineer (Java/React) - Africa/EMEA,Virtasant,Cairo,Egypt,Freelance / Project,Experienced,IT/Software Development,"Quality, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, Software Engineering, Engineering, Computer Engineering, Software",13 days ago
682,Senior Project Manager,Beiersdorf,Cairo,Egypt,Full Time,Manager,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), PMP, Computer Science, Management, Civil Engineering",14 days ago
683,Manager Learning and Skills Development,Qatar Airways,Doha,Qatar,Full Time,Experienced,Human Resources,"Operations/Management, Training/Instructor, Human Resources (HR), Training, English, Learning &amp; Development, Computer Skills, Learning & Development, Microsoft Office",11 days ago
684,IT Support Assistant,Al Haktur IT Solutions,Dubai,United Arab Emirates,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Technical Support, Installation, Troubleshooting, Maintenance, Engineering",16 days ago
685,Junior Project Administrator,JobIn,Dubai,United Arab Emirates,Full Time,Entry Level,Administration,"IT/Software Development, Project/Program Management, Project Management, Administration, Information Technology (IT), Admin, Computer Science, Microsoft Office, Software Development",16 days ago
686,Systems Engineer II,Honeywell,Dubai,United Arab Emirates,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Computer Engineering, Installation, Linux, Software Engineering",13 days ago
687,Sales Operations Engineer,Enjaz Consultancy & Enterprise Management,Cairo,Egypt,Full Time,Entry Level,Sales/Retail,"Engineering - Mechanical/Electrical, Engineering - Other, Sales, Sales Skills, Engineering, Sales Target, Mechanical Engineering, Electrical Engineering, Customer Service",15 days ago
688,Senior Manager - Payment Solution,UPFRONT HR,Dubai,United Arab Emirates,Full Time,Manager,IT/Software Development,"Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Marketing, Information Technology (IT), Customer Support",17 days ago
689,Development Tech Lead,KnowledgeNet,Cairo,Egypt,Full Time,Not specified,Business Development,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, Software Engineering, javaScript, Engineering, Computer Engineering",17 days ago
690,Technical Project Manager,Oivan,Riyadh,Saudi Arabia,Full Time,Experienced,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), PMP, Computer Science, Civil Engineering, Management",13 days ago
691,Senior Planning/ Project Control Engineer,Arbete Careers,Riyadh,Saudi Arabia,Full Time,Entry Level,Engineering - Construction/Civil/Architecture,"IT/Software Development, Quality, Engineering, Quality Control, Project Management, Computer Science, Civil Engineering, Information Technology (IT), Planning",16 days ago
692,Senior Planning/ Project Control Engineer,Arbete,Riyadh,Saudi Arabia,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"IT/Software Development, Quality, Engineering, Quality Control, Project Management, Computer Science, Civil Engineering, Information Technology (IT), Planning",17 days ago
693,Microsoft Dynamics 365nDevelopment Specialist,DAME Recruitment,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), ERP, Dynamics 365, Engineering, Microsoft Dynamics, Microsoft Dynamics 365",15 days ago
694,Performance & Finance Analyst,ICM People do Brasil,Riyadh,Saudi Arabia,Full Time,Entry Level,Human Resources,"IT/Software Development, Engineering - Telecom/Technology, Performance Management, Human Resources (HR), Recruitment, Computer Science, Information Technology (IT), Management, Microsoft Office",14 days ago
695,Marketing Representative,AlRedwan Medical Service,Riyadh,Saudi Arabia,Full Time,Entry Level,Marketing/PR/Advertising,"Medical/Healthcare, Sales/Retail, Marketing, Sales, Sales Skills, Sales Target, Customer Service, Microsoft Office, Social Media",18 days ago
696,Director of Customer Success,HAX Consulting,Dubai,United Arab Emirates,Full Time,Manager,Customer Service/Support,"IT/Software Development, Sales/Retail, Customer Service, Customer Support, Customer Care, Sales, Sales Skills, Client Relationships, Microsoft Office",18 days ago
697,Project Manager,Turner & Townsend,Dubai,United Arab Emirates,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), Management, Computer Science, Civil Engineering, Microsoft Office",14 days ago
698,Project Manager (Nuclear and Net Zero,AtkinsRéalis,Dubai,United Arab Emirates,Full Time,Experienced,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), Management, Computer Science, Civil Engineering, Microsoft Office",14 days ago
699,Quality Patient Safety Officer,Fakeeh Care Group,Tabuk,Saudi Arabia,Full Time,Experienced,R&D/Science,"Medical/Healthcare, Quality, quality, medical, quality assurance, quality control, management, communication skills, quality standards",4 days ago
700,SAP Retail Consultant,InfoVision Inc.,Dubai,United Arab Emirates,Full Time,Experienced,Accounting/Finance,"IT/Software Development, Engineering - Telecom/Technology, SAP, Information Technology (IT), Computer Science, ABAP, Software Engineering, Engineering, Computer Engineering",17 days ago
701,Compliance Leader - Middle East Africa,GE Vernova,Riyadh,Saudi Arabia,Full Time,Manager,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, engineering, information technology (it), microsoft office, computer science, english, business, communication",14 days ago
